time,tag_id,qualityName_id
2017-01-20 22:44:53.117,0,1
2017-01-20 22:39:30.967,1,1
2017-01-20 22:39:30.967,2,1
2017-01-20 22:40:07.903,3,1
2017-01-20 22:39:30.973,4,1
2017-01-20 22:40:29.227,5,1
2017-01-20 22:44:54.407,6,2
2017-01-20 22:45:19.847,6,3
2017-01-20 22:39:30.983,7,1
2017-01-20 22:39:30.987,8,1
2017-01-20 22:44:54.690,9,2
2017-01-20 22:45:20.553,9,3
2017-01-20 22:44:54.690,10,2
2017-01-20 22:45:20.553,10,3
2017-01-20 22:44:54.690,11,3
2017-01-20 22:44:54.690,12,3
2017-01-20 22:44:53.327,13,1
2017-01-20 22:44:54.690,14,2
2017-01-20 22:45:20.553,14,3
2017-01-20 22:44:53.327,15,1
2017-01-20 22:44:54.690,16,2
2017-01-20 22:45:20.553,16,3
2017-01-20 22:44:54.690,17,2
2017-01-20 22:45:20.553,17,3
2017-01-20 22:44:54.690,18,2
2017-01-20 22:45:20.553,18,3
2017-01-20 22:44:54.690,19,2
2017-01-20 22:45:20.553,19,3
2017-01-20 22:44:53.357,20,1
2017-01-20 22:44:54.690,21,3
2017-01-20 22:44:54.690,22,2
2017-01-20 22:45:20.553,22,3
2017-01-20 22:44:54.690,23,2
2017-01-20 22:45:20.553,23,3
2017-01-20 22:40:29.227,24,1
2017-01-20 22:44:54.690,25,3
2017-01-20 22:44:53.117,26,1
2017-01-20 22:39:31.017,27,1
2017-01-20 22:44:53.117,28,1
2017-01-20 22:39:31.020,29,1
2017-01-20 22:40:07.903,30,1
2017-01-20 22:40:29.463,31,1
2017-01-20 22:40:29.227,32,1
2017-01-20 22:40:29.227,33,1
2017-01-20 22:44:53.117,34,1
2017-01-20 22:44:53.117,35,1
2017-01-20 22:44:53.117,36,1
2017-01-20 22:44:53.117,37,1
2017-01-20 22:44:53.117,38,1
2017-01-20 22:44:53.117,39,1
2017-01-20 22:44:53.117,40,1
2017-01-20 22:44:53.117,41,1
2017-01-20 22:40:29.227,42,1
2017-01-20 22:40:29.227,43,1
2017-01-20 22:45:14.990,44,1
2017-01-20 22:45:15.057,45,1
2017-01-20 22:39:31.127,46,1
2017-01-20 22:44:54.690,47,3
2017-01-20 22:40:29.197,48,1
2017-01-20 22:40:29.197,49,1
2017-01-20 22:40:29.197,50,2
2017-01-20 22:45:16.010,50,1
2017-01-20 22:40:29.197,51,1
2017-01-20 22:40:29.197,52,1
2017-01-20 22:45:12.937,53,1
2017-01-20 22:40:29.197,54,1
2017-01-20 22:40:29.197,55,1
2017-01-20 22:40:29.197,56,2
2017-01-20 22:45:12.937,56,1
2017-01-20 22:40:29.197,57,2
2017-01-20 22:45:33.213,57,1
2017-01-20 22:40:29.250,58,1
2017-01-20 22:45:12.937,59,1
2017-01-20 22:45:12.937,60,1
2017-01-20 22:45:12.937,61,1
2017-01-20 22:45:12.937,62,1
2017-01-20 22:45:12.937,63,1
2017-01-20 22:45:12.937,64,1
2017-01-20 22:45:12.937,65,1
2017-01-20 22:45:12.937,66,1
2017-01-20 22:45:12.937,67,1
2017-01-20 22:45:12.937,68,1
2017-01-20 22:45:12.937,69,1
2017-01-20 22:45:12.937,70,1
2017-01-20 22:45:12.937,71,1
2017-01-20 22:45:12.937,72,1
2017-01-20 22:45:12.937,73,1
2017-01-20 22:45:12.937,74,1
2017-01-20 22:45:12.937,75,1
2017-01-20 22:45:12.937,76,1
2017-01-20 22:45:12.937,77,1
2017-01-20 22:45:12.937,78,1
2017-01-20 22:45:12.937,79,1
2017-01-20 22:45:12.937,80,1
2017-01-20 22:45:12.937,81,1
2017-01-20 22:45:12.937,82,1
2017-01-20 22:45:12.937,83,1
2017-01-20 22:45:12.937,84,1
2017-01-20 22:45:12.937,85,1
2017-01-20 22:45:12.937,86,1
2017-01-20 22:45:12.937,87,1
2017-01-20 22:45:12.937,88,1
2017-01-20 22:45:12.937,89,1
2017-01-20 22:45:12.937,90,1
2017-01-20 22:45:12.937,91,1
2017-01-20 22:45:12.937,92,1
2017-01-20 22:45:12.937,93,1
2017-01-20 22:45:12.937,94,1
2017-01-20 22:45:12.937,95,1
