120,28,good,bad
5.2458934784,13.497014999,5.4422984123,55.410709381,11.606258392,7.1280002594,3.0963323116,17.857028961,8.1788711548,1.9203318357,0.9989464879,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.465496063,5.6342253685,4.0510892868,23.221212387,14.158090591,2.8032693863,26.109272003,8.2968492508,3.672475,0
5.2458934784,13.348228455,5.4422984123,55.041843414,12.22456646,8.3256502151,3.0963323116,17.857028961,8.1788711548,1.9203318357,0.9989464879,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.979721069,5.6342253685,4.0510892868,23.221212387,14.158090591,2.8032693863,26.109272003,8.2968492508,0.4727514,1
5.2458934784,13.348228455,5.4422984123,55.041843414,12.22456646,8.3256502151,3.0963323116,17.857028961,8.1788711548,1.9203318357,0.9989464879,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.979721069,5.6342253685,4.0510892868,23.221212387,14.158090591,2.8032693863,26.109272003,8.2968492508,0.8416163000000001,0
5.2403378487,13.348228455,5.4695520401,54.323013306,10.92479229,3.8492331505,3.0963323116,17.942201614,8.1788711548,2.059571743,1.0789664984,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.678195953,5.6342253685,4.1864132881,23.697551727,14.017818451,2.8032693863,26.233221054,8.1698522568,0.04879319,1
5.2403378487,13.348228455,5.4695520401,54.751018624,11.568048597,6.2306414164,3.0963323116,17.942201614,8.1788711548,2.059571743,1.0789664984,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.678195953,5.6342253685,4.1864132881,23.697551727,14.017818451,2.8032693863,26.233221054,8.1698522568,1.002489,0
5.2403378487,13.57713604,5.3672595024,55.091087341,12.079143524,8.1227731705,3.0963323116,18.096755981,8.1788711548,2.059571743,1.0789664984,3.2722986204,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.678195953,5.6342253685,4.1864132881,23.697551727,14.017818451,2.8032693863,26.233221054,8.1698522568,0.49665010000000004,1
5.2403378487,13.57713604,5.3672595024,55.091087341,12.079143524,8.1227731705,3.0963323116,18.096755981,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.678195953,5.6342253685,4.1864132881,23.697551727,14.017818451,2.8032693863,26.233221054,8.1698522568,1.079856,0
5.2403378487,13.57713604,5.3672595024,53.731498718,12.079143524,6.4650568962,3.0963323116,17.7648983,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.017818451,2.8032693863,25.943174362,8.0563611984,0.40550579999999997,1
5.2403378487,13.57713604,5.3672595024,53.731498718,12.079143524,6.4650568962,3.0963323116,17.7648983,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.017818451,2.8032693863,25.943174362,8.0563611984,3.998214,0
5.34745121,13.456747055,5.5337867737,54.952968597,10.458950043,3.47179389,3.232789278,17.886249542,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5699419975,38.043304443,5.7406945229,4.1864132881,23.042051315,14.135912895,2.8032693863,25.573139191,8.0563611984,0.4383996,1
5.34745121,13.456747055,5.5337867737,54.952968597,10.458950043,3.47179389,3.232789278,17.886249542,8.1788711548,2.059571743,1.0789664984,3.2267810774,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5699419975,38.043304443,5.7406945229,4.1864132881,23.042051315,14.135912895,2.8032693863,25.573139191,8.0563611984,2.548821,0
4.8096280098,13.606953621,5.0713439232,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.9516034126,0.97773271799,3.2369930744,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.2363873,1
4.8096280098,13.606953621,5.0713439232,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.9516034126,0.97773271799,3.2369930744,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.6153586,0
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.5544563,1
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,1.0937649999999999,0
4.8096280098,13.534858696,5.1709638696,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,0.4997424,1
4.8096280098,13.534858696,5.1709638696,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,1.492446,0
4.8096280098,13.488747597,5.2721662521,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,0.3026262,1
4.8096280098,13.488747597,5.2721662521,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.157718807,5.379781205,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,1.8805630000000002,0
