time,tag_id,qualityName_id,value,name
2017-01-20 15:08:24.840,303,1,1.352443,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 15:16:31.533,303,2,0.4905115,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 15:17:32.370,303,1,1.164896,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 15:18:53.487,303,2,0.4698278,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 15:19:13.767,303,1,2.321048,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:04:40.947,303,2,0.3360993,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:20:34.183,303,2,0.4804327,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:20:54.467,303,1,0.977834,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:23:36.627,303,2,0.5345513,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:23:56.890,303,1,0.7444278,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:24:37.420,303,2,0.158227,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:24:57.683,303,1,4.407313,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:34:05.097,303,2,0.4784807,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:34:45.653,303,1,0.7134051,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:35:26.213,303,2,0.2114316,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:35:46.493,303,1,1.706583,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:37:27.887,303,2,0.270683,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:38:28.723,303,1,1.024901,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:39:09.280,303,2,0.4920193,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:39:49.840,303,1,0.5391206,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:40:10.117,303,2,0.5175127,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:40:30.397,303,1,1.441364,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:43:12.627,303,2,0.2933745,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:43:32.907,303,1,3.231109,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:05:01.227,303,1,1.074183,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:10:25.757,303,2,0.3140015,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:10:46.043,303,1,1.402152,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:13:48.563,303,2,0.1972923,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:14:29.127,303,1,1.489741,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:18:52.780,303,2,0,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:19:13.060,303,1,0.9991742,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:19:33.343,303,2,0.4190176,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:19:53.623,303,1,0.707992,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 17:55:03.043,303,2,0.3703512,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 17:55:23.327,303,1,4.315818,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 18:39:19.870,303,2,0.2752809,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 18:39:40.153,303,1,0.8896234,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 18:40:00.433,303,2,0.1646581,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 18:40:40.993,303,1,1.808379,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 18:55:53.640,303,2,0.4809145,RowA.Cell03.VisioFroth.Cell03.Velocity
