time,tag_id,qualityName_id,value
2017-01-20 22:44:53.117,0,1,80
2017-01-20 22:39:30.967,1,1,120
2017-01-20 22:39:30.967,2,1,600
2017-01-20 22:40:07.903,3,1,0
2017-01-20 22:39:30.973,4,1,15
2017-01-20 22:40:29.227,5,1,1
2017-01-20 22:44:54.407,6,2,0
2017-01-20 22:45:19.847,6,3,0
2017-01-20 22:39:30.983,7,1,180
2017-01-20 22:39:30.987,8,1,50
2017-01-20 22:44:54.690,9,2,0
2017-01-20 22:45:20.553,9,3,-0.9267902
2017-01-20 22:44:54.690,10,2,0
2017-01-20 22:45:20.553,10,3,5.04
2017-01-20 22:44:54.690,11,3,15.04
2017-01-20 22:44:54.690,12,3,0
2017-01-20 22:44:53.327,13,1,0
2017-01-20 22:44:54.690,14,2,0
2017-01-20 22:45:20.553,14,3,19.71708
2017-01-20 22:44:53.327,15,1,0
2017-01-20 22:44:54.690,16,2,0
2017-01-20 22:45:20.553,16,3,-2.129527
2017-01-20 22:44:54.690,17,2,0
2017-01-20 22:45:20.553,17,3,6.775537
2017-01-20 22:44:54.690,18,2,0
2017-01-20 22:45:20.553,18,3,43.97373
2017-01-20 22:44:54.690,19,2,0
2017-01-20 22:45:20.553,19,3,91.23595
2017-01-20 22:44:53.357,20,1,1
2017-01-20 22:44:54.690,21,3,0
2017-01-20 22:44:54.690,22,2,0
2017-01-20 22:45:20.553,22,3,0.2726785
2017-01-20 22:44:54.690,23,2,0
2017-01-20 22:45:20.553,23,3,8.080171
2017-01-20 22:40:29.227,24,1,0
2017-01-20 22:44:54.690,25,3,0
2017-01-20 22:44:53.117,26,1,0
2017-01-20 22:39:31.017,27,1,180
2017-01-20 22:44:53.117,28,1,0
2017-01-20 22:39:31.020,29,1,101
2017-01-20 22:40:07.903,30,1,0
2017-01-20 22:40:29.463,31,1,48
2017-01-20 22:40:29.227,32,1,48
2017-01-20 22:40:29.227,33,1,48
2017-01-20 22:44:53.117,34,1,40
2017-01-20 22:44:53.117,35,1,40
2017-01-20 22:44:53.117,36,1,50
2017-01-20 22:44:53.117,37,1,50
2017-01-20 22:44:53.117,38,1,50
2017-01-20 22:44:53.117,39,1,50
2017-01-20 22:44:53.117,40,1,100
2017-01-20 22:44:53.117,41,1,0
2017-01-20 22:40:29.227,42,1,59
2017-01-20 22:40:29.227,43,1,10
2017-01-20 22:45:14.990,44,1,53
2017-01-20 22:45:15.057,45,1,43
2017-01-20 22:39:31.127,46,1,48
2017-01-20 22:44:54.690,47,3,48
2017-01-20 22:40:29.197,48,1,100
2017-01-20 22:40:29.197,49,1,0
2017-01-20 22:40:29.197,50,2,0
2017-01-20 22:45:16.010,50,1,100
2017-01-20 22:40:29.197,51,1,100
2017-01-20 22:40:29.197,52,1,0
2017-01-20 22:45:12.937,53,1,8.080171
2017-01-20 22:40:29.197,54,1,0
2017-01-20 22:40:29.197,55,1,100
2017-01-20 22:40:29.197,56,2,0
2017-01-20 22:45:12.937,56,1,100
2017-01-20 22:40:29.197,57,2,0
2017-01-20 22:45:33.213,57,1,-1.555493E-14
2017-01-20 22:40:29.250,58,1,7
2017-01-20 22:45:12.937,59,1,8.080171
2017-01-20 22:45:12.937,60,1,-0.9267902
2017-01-20 22:45:12.937,61,1,8.080171
2017-01-20 22:45:12.937,62,1,8.133149
2017-01-20 22:45:12.937,63,1,96.54319
2017-01-20 22:45:12.937,64,1,3.559732
2017-01-20 22:45:12.937,65,1,25.97685
2017-01-20 22:45:12.937,66,1,19.71708
2017-01-20 22:45:12.937,67,1,100
2017-01-20 22:45:12.937,68,1,100
2017-01-20 22:45:12.937,69,1,100
2017-01-20 22:45:12.937,70,1,100
2017-01-20 22:45:12.937,71,1,96.29
2017-01-20 22:45:12.937,72,1,13.66
2017-01-20 22:45:12.937,73,1,0
2017-01-20 22:45:12.937,74,1,0
2017-01-20 22:45:12.937,75,1,0
2017-01-20 22:45:12.937,76,1,0
2017-01-20 22:45:12.937,77,1,0
2017-01-20 22:45:12.937,78,1,0
2017-01-20 22:45:12.937,79,1,0
2017-01-20 22:45:12.937,80,1,0
2017-01-20 22:45:12.937,81,1,3.71
2017-01-20 22:45:12.937,82,1,82.63
2017-01-20 22:45:12.937,83,1,13.66
2017-01-20 22:45:12.937,84,1,0
2017-01-20 22:45:12.937,85,1,0
2017-01-20 22:45:12.937,86,1,0
2017-01-20 22:45:12.937,87,1,0
2017-01-20 22:45:12.937,88,1,0
2017-01-20 22:45:12.937,89,1,0
2017-01-20 22:45:12.937,90,1,0
2017-01-20 22:45:12.937,91,1,1
2017-01-20 22:45:12.937,92,1,78
2017-01-20 22:45:12.937,93,1,31
2017-01-20 22:45:12.937,94,1,0
2017-01-20 22:45:12.937,95,1,0
2017-01-20 22:45:12.937,96,1,0
2017-01-20 22:45:12.937,97,1,25.98
2017-01-20 22:45:12.937,98,1,23.86
2017-01-20 22:45:12.937,99,1,22.04
2017-01-20 22:45:12.937,100,1,20.23
2017-01-20 22:45:12.937,101,1,18.41
2017-01-20 22:45:12.937,102,1,16.6
2017-01-20 22:45:12.937,103,1,14.78
2017-01-20 22:45:12.937,104,1,12.97
2017-01-20 22:45:12.937,105,1,11.15
2017-01-20 22:45:12.937,106,1,9.46
2017-01-20 22:45:12.937,107,1,5.04
2017-01-20 22:45:12.937,108,1,91.23595
2017-01-20 22:45:12.937,109,1,0.2726785
2017-01-20 22:45:12.937,110,1,27.15
2017-01-20 22:45:12.937,111,1,27.2
2017-01-20 22:45:12.937,112,1,99.81618
2017-01-20 22:45:12.937,113,1,110.7024
2017-01-20 22:45:12.937,114,1,105.5121
2017-01-20 22:45:12.937,115,1,105.0808
2017-01-20 22:45:12.937,116,1,93.24362
2017-01-20 22:45:12.937,117,1,43.97373
2017-01-20 22:45:12.937,118,1,-2.129527
2017-01-20 22:45:12.937,119,1,6.775537
2017-01-20 22:45:12.943,120,1,46.12975
2017-01-20 22:45:12.943,122,1,0
2017-01-20 22:44:53.153,123,3,0
2017-01-20 22:44:53.150,124,3,1
2017-01-20 22:39:31.587,125,1,10
2017-01-20 22:44:53.117,126,1,0
2017-01-20 22:40:29.197,127,1,20
2017-01-20 22:39:31.593,128,1,1
2017-01-20 22:39:31.597,129,1,5
2017-01-20 22:39:31.600,130,1,-5
2017-01-20 22:40:29.237,131,1,1
2017-01-20 22:44:53.943,132,2,0
2017-01-20 22:45:18.703,132,3,-0.8669025
2017-01-20 22:39:31.603,133,1,180
2017-01-20 22:39:31.607,134,1,50
2017-01-20 22:44:55.653,135,2,0
2017-01-20 22:45:16.800,135,3,1.038175
2017-01-20 22:44:54.243,136,2,0
2017-01-20 22:45:20.610,136,3,6.65
2017-01-20 22:44:54.243,137,3,16.49
2017-01-20 22:44:54.243,138,3,0
2017-01-20 22:44:53.300,139,1,0
2017-01-20 22:44:54.243,140,2,0
2017-01-20 22:45:20.610,140,3,22.28175
2017-01-20 22:44:53.300,141,1,0
2017-01-20 22:44:54.243,142,2,0
2017-01-20 22:45:20.610,142,3,-1.779921
2017-01-20 22:44:54.243,143,2,0
2017-01-20 22:45:20.610,143,3,4.845442
2017-01-20 22:44:54.243,144,2,0
2017-01-20 22:45:20.610,144,3,49.21085
2017-01-20 22:44:54.243,145,2,0
2017-01-20 22:45:20.610,145,3,90.25615
2017-01-20 22:44:53.317,146,1,1
2017-01-20 22:44:54.243,147,3,0
2017-01-20 22:44:54.243,148,2,0
2017-01-20 22:45:20.610,148,3,0.3190397
2017-01-20 22:44:54.243,149,2,0
2017-01-20 22:45:20.610,149,3,1.66974
2017-01-20 22:40:29.237,150,1,0
2017-01-20 22:44:54.243,151,3,0
2017-01-20 22:44:53.117,152,1,0
2017-01-20 22:44:53.117,153,1,0
2017-01-20 22:39:31.687,154,1,101
2017-01-20 22:40:07.907,155,1,0
2017-01-20 22:40:29.463,156,1,50
2017-01-20 22:40:29.237,157,1,50
2017-01-20 22:40:29.237,158,1,50
2017-01-20 22:44:53.117,159,1,40
2017-01-20 22:44:53.117,160,1,40
2017-01-20 22:44:53.117,161,1,50
2017-01-20 22:44:53.117,162,1,50
2017-01-20 22:44:53.117,163,1,50
2017-01-20 22:44:53.117,164,1,50
2017-01-20 22:44:53.117,165,1,100
2017-01-20 22:44:53.117,166,1,0
2017-01-20 22:40:29.237,167,1,58
2017-01-20 22:40:29.237,168,1,10
2017-01-20 22:39:31.697,169,1,50
2017-01-20 22:39:31.700,170,1,1
2017-01-20 22:44:54.243,171,3,50
2017-01-20 22:45:15.077,172,1,55
2017-01-20 22:45:15.080,173,1,45
2017-01-20 22:40:29.197,174,1,100
2017-01-20 22:50:57.623,174,2,0
2017-01-20 22:51:17.903,174,1,0
2017-01-20 22:40:29.197,175,1,0
2017-01-20 22:50:57.623,175,2,89.8387
2017-01-20 22:51:17.903,175,1,94.75576
2017-01-20 22:40:29.197,176,2,0
2017-01-20 22:45:16.020,176,1,23.04933
2017-01-20 22:50:57.623,176,2,0
2017-01-20 22:51:17.903,176,1,0
2017-01-20 22:40:29.197,177,1,100
2017-01-20 22:50:57.623,177,2,0
2017-01-20 22:51:17.903,177,1,0
2017-01-20 22:40:29.197,178,1,0
2017-01-20 22:50:57.623,178,2,0.3810514
2017-01-20 22:51:17.903,178,1,0.7084688
2017-01-20 22:45:12.937,179,1,1.66974
2017-01-20 22:50:57.623,179,2,-0.8121642
2017-01-20 22:51:17.903,179,1,-0.8650587
2017-01-20 22:40:29.197,180,1,0
2017-01-20 22:50:57.623,180,2,0.1594385
2017-01-20 22:51:19.237,180,1,0
2017-01-20 22:40:29.197,181,1,100
2017-01-20 22:50:57.623,181,2,0
2017-01-20 22:51:19.237,181,1,0.01807205
2017-01-20 22:40:29.197,182,2,0
2017-01-20 22:45:12.937,182,1,100
2017-01-20 22:50:57.623,182,2,99.71655
2017-01-20 22:51:19.237,182,1,99.96787
2017-01-20 22:40:29.197,183,2,0
2017-01-20 22:45:33.213,183,1,-2.91655E-15
2017-01-20 22:50:57.623,183,2,-0.02823459
2017-01-20 22:51:17.903,183,1,0.01341926
2017-01-20 22:45:12.937,184,1,0.1805125
2017-01-20 22:50:57.623,184,2,0.008981888
2017-01-20 22:51:17.903,184,1,0.1979728
2017-01-20 22:45:12.937,185,1,1.66974
2017-01-20 22:50:57.623,185,2,0.3952031
2017-01-20 22:51:17.903,185,1,1.412806
2017-01-20 22:45:12.937,186,1,1.679469
2017-01-20 22:50:57.623,186,2,0.3953051
2017-01-20 22:51:17.903,186,1,1.426609
2017-01-20 22:45:12.937,187,1,83.82982
2017-01-20 22:50:57.623,187,2,88.69805
2017-01-20 22:51:17.903,187,1,82.02323
2017-01-20 22:45:12.937,188,1,40.35251
2017-01-20 22:45:12.937,189,1,26.77632
2017-01-20 22:45:12.937,190,1,22.28175
2017-01-20 22:50:57.623,190,2,22.00936
2017-01-20 22:51:17.903,190,1,22.12005
2017-01-20 22:45:12.937,191,1,100
2017-01-20 22:45:12.937,192,1,100
2017-01-20 22:45:12.937,193,1,100
2017-01-20 22:45:12.937,194,1,100
2017-01-20 22:45:12.937,195,1,96.06
2017-01-20 22:45:12.937,196,1,14.55
2017-01-20 22:45:12.937,197,1,0
2017-01-20 22:45:12.937,198,1,0
2017-01-20 22:45:12.937,199,1,0
2017-01-20 22:45:12.937,200,1,0
2017-01-20 22:45:12.937,201,1,0
2017-01-20 22:45:12.937,202,1,0
2017-01-20 22:45:12.937,203,1,0
2017-01-20 22:45:12.937,204,1,0
2017-01-20 22:45:12.937,205,1,3.94
2017-01-20 22:45:12.937,206,1,81.51
2017-01-20 22:45:12.937,207,1,14.55
2017-01-20 22:45:12.937,208,1,0
2017-01-20 22:45:12.937,209,1,0
2017-01-20 22:45:12.937,210,1,0
2017-01-20 22:45:12.937,211,1,0
2017-01-20 22:45:12.937,212,1,0
2017-01-20 22:45:12.937,213,1,0
2017-01-20 22:45:12.937,214,1,0
2017-01-20 22:45:12.937,215,1,1
2017-01-20 22:45:12.937,216,1,75
2017-01-20 22:45:12.937,217,1,33
2017-01-20 22:45:12.937,218,1,0
2017-01-20 22:45:12.937,219,1,0
2017-01-20 22:45:12.937,220,1,0
2017-01-20 22:45:12.937,221,1,26.78
2017-01-20 22:45:12.937,222,1,23.88
2017-01-20 22:45:12.937,223,1,22.04
2017-01-20 22:45:12.937,224,1,20.2
2017-01-20 22:45:12.937,225,1,18.36
2017-01-20 22:45:12.937,226,1,16.52
2017-01-20 22:45:12.937,227,1,14.68
2017-01-20 22:45:12.937,228,1,12.84
2017-01-20 22:45:12.937,229,1,11
2017-01-20 22:45:12.937,230,1,9.37
2017-01-20 22:45:12.937,231,1,6.65
2017-01-20 22:45:12.937,232,1,90.25615
2017-01-20 22:45:12.937,233,1,0.3190397
2017-01-20 22:45:12.937,234,1,30.4
2017-01-20 22:45:12.937,235,1,30.4
2017-01-20 22:45:12.937,236,1,100
2017-01-20 22:45:12.937,237,1,115.8273
2017-01-20 22:45:12.937,238,1,117.9178
2017-01-20 22:45:12.937,239,1,118.145
2017-01-20 22:45:12.937,240,1,109.4014
2017-01-20 22:45:12.937,241,1,49.21085
2017-01-20 22:45:12.937,242,1,-1.779921
2017-01-20 22:45:12.937,243,1,4.845442
2017-01-20 22:45:12.943,244,1,69.80063
2017-01-20 22:45:12.937,246,1,1.66974
2017-01-20 22:50:57.623,246,2,1.187836
2017-01-20 22:51:17.903,246,1,1.134941
2017-01-20 22:40:29.250,247,1,5.6
2017-01-20 22:40:29.237,248,1,1
2017-01-20 22:44:55.980,249,2,0
2017-01-20 22:45:16.273,249,3,2.695763
2017-01-20 22:39:31.717,250,1,180
2017-01-20 22:39:31.720,251,1,50
2017-01-20 22:44:56.350,252,2,0
2017-01-20 22:45:16.540,252,3,-0.7959734
2017-01-20 22:44:54.407,253,2,0
2017-01-20 22:45:19.847,253,3,5.34
2017-01-20 22:44:54.407,254,3,16.67
2017-01-20 22:44:54.407,255,3,0
2017-01-20 22:44:53.333,256,1,0
2017-01-20 22:44:54.407,257,2,0
2017-01-20 22:45:19.847,257,3,15.76603
2017-01-20 22:44:53.333,258,1,0
2017-01-20 22:44:54.407,259,2,0
2017-01-20 22:45:19.847,259,3,-2.105254
2017-01-20 22:44:54.407,260,2,0
2017-01-20 22:45:19.847,260,3,3.179074
2017-01-20 22:44:54.407,261,2,0
2017-01-20 22:45:19.847,261,3,39.94235
2017-01-20 22:44:54.407,262,2,0
2017-01-20 22:45:19.847,262,3,95.69013
2017-01-20 22:44:53.350,263,1,1
2017-01-20 22:44:54.407,264,3,0
2017-01-20 22:44:54.407,265,2,0
2017-01-20 22:45:19.847,265,3,0.1568719
2017-01-20 22:44:54.407,266,2,0
2017-01-20 22:45:19.847,266,3,0
2017-01-20 22:40:29.237,267,1,0
2017-01-20 22:44:54.407,268,3,0
2017-01-20 22:44:53.117,269,1,0
2017-01-20 22:44:53.117,270,1,0
2017-01-20 22:39:31.740,271,1,101
