MF Pb,MF Zn,MF Fe,PbFC Pb,PbFC ZN,PbFC Fe,ZRF Pb,ZRF Zn,ZRF Fe,ZRT A Pb,ZRT A Zn,ZRT A Fe,ZRT B Pb,ZRT B Zn,ZRT B Fe,ZRT Comb Pb,ZRT Comb Zn,ZRT Comb Fe,Z1RC Pb,Z1RC Zn,Z1RC Fe,Z2RC Pb,Z2RC Zn,Z2RC Fe,ZRCC Pb,ZRCC Zn,ZRCC Fe,value,qualityName_id
5.3764743805,13.348228455,5.4695520401,54.001819611,10.790807724,3.2199239731,3.0963323116,17.942201614,8.1788711548,1.9203318357,0.9989464879,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.798366547,5.6342253685,4.1864132881,23.697551727,13.992801666,2.8032693863,26.109272003,8.1698522568,0.3185907,2
5.3764743805,13.348228455,5.4695520401,54.001819611,10.790807724,3.2199239731,3.0963323116,17.942201614,8.1788711548,1.9203318357,1.0789664984,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.798366547,5.6342253685,4.1864132881,23.697551727,14.180966377,2.8032693863,26.109272003,8.1698522568,0.7803578,1
5.3764743805,13.348228455,5.4695520401,54.179884535,10.86508674,3.5688034579,3.0963323116,17.942201614,8.1788711548,1.9203318357,1.0789664984,3.1686306,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2828223705,38.798366547,5.6342253685,4.1864132881,23.697551727,14.180966377,2.8032693863,26.109272003,8.1698522568,0.4290933,2
5.2403378487,13.57713604,5.3672595024,53.731498718,12.079143524,6.4650568962,3.0963323116,17.7648983,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.017818451,2.8032693863,25.943174362,8.0563611984,0.7054249,1
5.2403378487,13.57713604,5.3672595024,53.731498718,12.079143524,6.4650568962,3.0963323116,17.844525054,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.017818451,2.8032693863,25.943174362,8.0563611984,0.0,2
5.34745121,13.57713604,5.5337867737,54.316150665,11.777422905,6.143494606,3.0963323116,17.886249542,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.268849373,2.8032693863,25.943174362,8.0563611984,0.6378191,1
5.34745121,13.57713604,5.5337867737,54.316150665,11.777422905,6.143494606,3.0963323116,17.886249542,8.1788711548,2.059571743,1.0789664984,3.3270845413,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4222142696,38.333534241,5.6342253685,4.1864132881,23.584287643,14.268849373,2.8032693863,25.943174362,8.0563611984,0.2329708,2
5.1469459534,13.57230854,5.5337867737,54.579250336,11.479352951,5.6758008003,3.232789278,18.011163712,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.70664978,5.7406945229,4.4010052681,22.291797638,14.639144897,2.9477772713,24.754455566,8.3388767242,1.160717,1
5.1469459534,13.57230854,5.5337867737,54.579250336,11.479352951,5.6758008003,3.232789278,18.011163712,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.70664978,5.7406945229,4.4010052681,22.291797638,14.639144897,2.9477772713,24.754455566,8.3388767242,0.3982164,2
5.0183625221,13.57230854,5.4044966698,54.060894012,12.437441826,7.8209109306,3.1187915802,18.024656296,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,22.92040062,14.211547852,2.9477772713,25.188163757,8.1533002853,0.7296954000000001,1
5.0183625221,13.57230854,5.4814508953,54.060894012,12.437441826,7.8209109306,3.1187915802,18.024656296,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,22.92040062,14.211547852,2.9477772713,25.188163757,8.1533002853,0.0930451,2
5.0183625221,13.57230854,5.5458388329,54.060894012,12.437441826,7.8209109306,3.1187915802,18.024656296,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,22.92040062,14.211547852,2.9477772713,25.188163757,8.1533002853,0.8026667,1
5.0183625221,13.57230854,5.5458388329,54.060894012,12.437441826,7.8209109306,3.1187915802,18.024656296,8.1788711548,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,22.92040062,14.211547852,2.9477772713,25.188163757,8.1533002853,0.5685667,2
5.0183625221,13.57230854,5.5458388329,54.060894012,12.437441826,7.8209109306,3.0109353065,18.024656296,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,23.381818771,14.211547852,2.9477772713,25.188163757,8.1533002853,0.5795,1
5.0183625221,13.57230854,5.5458388329,54.060894012,12.437441826,7.8209109306,3.0109353065,18.024656296,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.5296597481,37.809757233,5.7406945229,4.4010052681,23.381818771,14.211547852,2.9477772713,25.554338455,8.0077314377,0.0,2
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,18.024656296,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.760753632,13.93080616,2.9477772713,25.995187759,8.0077314377,1.000237,1
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,18.024656296,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.760753632,13.93080616,2.9477772713,25.995187759,8.0077314377,0.3241421,2
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.760753632,13.93080616,2.9477772713,25.995187759,8.0077314377,0.6383295,1
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.760753632,13.93080616,2.9477772713,25.995187759,8.0077314377,0.4332079000000001,2
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.760753632,13.93080616,2.9477772713,25.995187759,8.0077314377,1.254742,1
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.997783661,13.93080616,2.9477772713,25.995187759,8.0077314377,0.2677501,2
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.997783661,13.93080616,2.9477772713,25.995187759,8.0077314377,0.6915073,1
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.997783661,13.93080616,2.9477772713,25.995187759,8.0077314377,0.0,2
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.997783661,13.93080616,2.9477772713,25.995187759,8.0077314377,1.181352,1
4.9062504768,13.57230854,5.422955513,54.865501404,11.001815796,4.684278965,3.0109353065,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.4218549728,37.961158752,5.6220040321,4.4010052681,23.997783661,13.93080616,2.9477772713,25.995187759,8.0077314377,0.2885482,2
4.9062504768,13.57230854,5.422955513,54.627962936,10.673079141,3.467792759,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,25.624023438,7.5912427902,0.53975,1
4.9062504768,13.459280968,5.3008909225,54.439060211,10.614714622,3.1199009418,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,25.624023438,7.5912427902,0.23641669999999998,2
4.9062504768,13.459280968,5.3008909225,54.439060211,10.614714622,3.1199009418,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,25.624023438,7.5912427902,0.577654,1
4.9062504768,13.459280968,5.3008909225,54.439060211,10.614714622,3.1199009418,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,25.624023438,7.5912427902,0.24972629999999998,2
4.9062504768,13.459280968,5.3008909225,54.439060211,10.614714622,3.1199009418,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,1.250422,1
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,0.49021620000000005,2
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,2.352719,1
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,0.5105251000000001,2
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,2.9051682949,17.877401352,8.0424461365,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,3.2910468578,38.160785675,5.6220040321,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,0.851932,1
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,32.375153547,42.798366077,35.951569875,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,4.4010052681,23.997783661,13.93080616,2.8384041786,26.714761734,8.0483131409,0.03806382,2
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,4.4010052681,23.997783661,13.93080616,2.8384041786,26.270780563,8.0483131409,1.159833,1
4.7904262543,13.459280968,5.3008909225,54.900344849,9.8129873276,1.5417714119,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,4.4010052681,23.997783661,13.93080616,2.8384041786,26.270780563,8.0483131409,0.33218200000000003,2
4.7904262543,13.459280968,5.3008909225,54.589348083,11.051185934,4.490137479,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,33.471154642,47.102621383,40.100058704,2.8384041786,26.270780563,8.0483131409,1.022613,1
4.7904262543,13.459280968,5.3008909225,54.589348083,11.051185934,4.490137479,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,33.471154642,47.102621383,40.100058704,2.8384041786,26.270780563,8.0483131409,0.4914045999999999,2
4.7904262543,13.459280968,5.3008909225,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2054662704,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.7323805,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.2464109467,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.0,2
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.5085554,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.39761840000000004,2
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.7237838000000001,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.3528452,2
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,1.395405,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.47731090000000004,2
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.8232376,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.270780563,8.0483131409,0.1613942,2
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.494120836,7.9287724726,1.0427520000000001,1
4.9015769958,13.459280968,5.4411063194,54.347690582,12.013318062,6.7811412811,99.900001526,99.900001526,99.900001526,2.059571743,1.0789664984,3.3401823044,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384041786,26.665685654,7.8369441032,0.16113139999999998,2
