MF Pb,MF Zn,MF Fe,PbFC Pb,PbFC ZN,PbFC Fe,ZRF Pb,ZRF Zn,ZRF Fe,ZRT A Pb,ZRT A Zn,ZRT A Fe,ZRT B Pb,ZRT B Zn,ZRT B Fe,ZRT Comb Pb,ZRT Comb Zn,ZRT Comb Fe,Z1RC Pb,Z1RC Zn,Z1RC Fe,Z2RC Pb,Z2RC Zn,Z2RC Fe,ZRCC Pb,ZRCC Zn,ZRCC Fe,value,qualityName_id
4.8096280098,13.606953621,5.1615848541,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.9516034126,0.97773271799,3.2369930744,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.5926465999999999,1
4.8096280098,13.606953621,5.0713439232,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.9516034126,0.97773271799,3.2369930744,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.23523840000000001,2
4.8096280098,13.606953621,5.0713439232,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.9516034126,0.97773271799,3.2369930744,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,1.531195,1
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.2431274,2
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.6022626,1
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.34254609999999996,2
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.9863746999999999,1
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,0.03810705,2
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.762046814,14.604229927,2.601733923,26.756292343,8.4193239212,1.170772,1
4.8096280098,13.606953621,5.0127334595,53.811183929,12.342547417,7.0114107132,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,22.372312532,14.774310591,2.601733923,26.009635823,8.4895832829,0.0,2
4.8096280098,13.606953621,5.0127334595,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,39.159770966,5.3793029785,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,0.9031215,1
4.8096280098,13.488747597,5.2721662521,54.188102722,10.882204056,3.4186623096,2.279443264,16.766571045,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,38.60654068,5.508225441,3.6988532543,21.986492157,14.94268322,2.601733923,25.529794693,8.5347356796,0.05553075,2
4.8096280098,13.488747597,5.2721662521,54.188102722,10.882204056,3.4186623096,2.3882982731,16.972417831,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,38.60654068,5.508225441,3.6988532543,22.120622635,14.758235931,2.601733923,25.708518055,8.3456210582,2.20295,1
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,16.972417831,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.767926693,38.60654068,5.508225441,3.6988532543,22.120622635,14.758235931,2.601733923,25.821990967,8.2255506516,0.1952544,2
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,16.972417831,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8384148646,38.230902059,5.508225441,3.6988532543,22.120622635,14.758235931,2.601733923,25.821990967,8.2255506516,1.597902,1
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,16.972417831,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.120622635,14.758235931,2.601733923,25.821990967,8.2255506516,0.06477305,2
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,17.164855957,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.179713663,14.721985282,2.601733923,25.821990967,8.2255506516,0.6044997,1
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,17.164855957,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.821990967,8.2255506516,0.04621158,2
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,17.164855957,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.821990967,8.2255506516,2.0602840000000002,1
4.8096280098,13.488747597,5.2721662521,53.044376373,11.814071655,4.7902321815,2.3882982731,17.164855957,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.821990967,8.2255506516,0.07645975,2
5.0298929214,13.692563057,5.4426188469,53.605976105,11.369898796,4.0725317001,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.821990967,8.2255506516,0.8672835999999999,1
5.0298929214,13.692563057,5.4426188469,53.605976105,11.369898796,4.0725317001,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,0.2042483,2
5.0298929214,13.692563057,5.4426188469,53.605976105,11.369898796,4.0725317001,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,1.4828540000000001,1
5.0298929214,13.692563057,5.4426188469,53.605976105,11.92374192,5.7206937479,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8727927208,38.047698975,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,0.22149929999999998,2
5.0298929214,13.692563057,5.3776034284,53.605976105,12.265406609,6.7374415398,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7444946904,38.734660886,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,0.8490349,1
5.0298929214,13.692563057,5.3374977112,53.605976105,12.265406609,6.7374415398,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,38.864154816,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,0.30560190000000004,2
5.0298929214,13.692563057,5.3374977112,53.605976105,12.265406609,6.7374415398,2.3882982731,16.831674576,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,38.864154816,5.508225441,3.6988532543,22.462553024,14.548471451,2.601733923,25.595352173,8.3891420364,1.410803,1
5.0298929214,13.692563057,5.3374977112,53.605976105,12.265406609,6.7374415398,2.3882982731,16.530200958,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,38.864154816,5.508225441,3.6988532543,22.267617539,14.646879534,2.601733923,25.595352173,8.3891420364,0.3441548,2
5.0298929214,13.692563057,5.3374977112,53.605976105,12.265406609,6.7374415398,2.3882982731,16.530200958,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,38.864154816,5.508225441,3.6988532543,22.231046677,14.665341377,2.601733923,25.595352173,8.3891420364,1.091844,1
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.3882982731,16.530200958,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.231046677,14.665341377,2.601733923,25.595352173,8.3891420364,0.4153505,2
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.3882982731,16.530200958,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.231046677,14.665341377,2.601733923,25.595352173,8.3891420364,0.6850931,1
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.3882982731,16.530200958,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.231046677,14.665341377,2.601733923,25.595352173,8.3891420364,0.2975854,2
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.2995065049,16.467466659,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.231046677,14.665341377,2.601733923,25.595352173,8.3891420364,1.198601,1
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.2141747475,16.407176971,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.687465668,14.379200935,2.601733923,26.222004319,8.1357532371,0.3348419,2
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.2141747475,16.407176971,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.687465668,14.379200935,2.601733923,26.601100922,7.9824643135,0.6593991,1
5.0298929214,13.692563057,5.3374977112,53.874347687,12.40653038,7.2444229126,2.2141747475,16.407176971,7.4191622734,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7203102112,39.305534363,5.3961992264,3.6988532543,22.687465668,14.379200935,2.601733923,26.601100922,7.9824643135,0.5320286,2
5.0298929214,13.692563057,5.3374977112,53.874347687,12.198135376,6.518620491,2.2141747475,16.407176971,7.2681136131,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.619274139,5.2897253036,3.6988532543,22.687465668,14.379200935,2.601733923,26.601100922,7.9824643135,0.8394099,1
5.0298929214,13.692563057,5.3374977112,53.874347687,12.198135376,6.518620491,2.2141747475,16.407176971,7.2681136131,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.619274139,5.2897253036,3.6988532543,23.200712204,14.063589096,2.601733923,26.601100922,7.9824643135,0.3298713,2
4.9028401375,13.807278633,5.3374977112,53.754238129,12.741920471,7.9000115395,2.2141747475,16.403303146,7.2681136131,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.646179199,5.2897253036,3.5339105129,23.441526413,14.220926285,2.4739391804,27.453924179,8.127579689,1.971393,1
4.9028401375,13.807278633,3.2965036764,53.754238129,12.741920471,7.9000115395,2.2141747475,16.403303146,7.2681136131,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.646179199,5.2897253036,3.5339105129,23.441526413,14.220926285,2.4739391804,27.453924179,8.127579689,0.09303598,2
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.7531539,1
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.17644029999999997,2
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.6391161999999999,1
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.1972664,2
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.9549211,1
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,39.33833313,5.2897253036,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.1682338,2
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.6640997,1
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,23.056209564,14.567144394,2.4739391804,27.240274429,8.127579689,0.27103390000000005,2
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,23.056209564,14.567144394,2.4739391804,26.805063717,8.2752495699,1.02471,1
4.9028401375,13.807278633,5.4460868835,54.207542419,12.394467354,7.6909222603,2.2141747475,16.828344345,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,23.056209564,14.567144394,2.4739391804,26.805063717,8.2752495699,0.4881423,2
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,22.767631531,14.851309776,2.4739391804,26.558010101,8.3590764999,0.9507198,1
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,22.767631531,14.851309776,2.4739391804,26.558010101,8.3590764999,0.03808809,2
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,22.767631531,14.851309776,2.4739391804,26.558010101,8.3590764999,0.8261649999999999,1
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.5632622242,38.741703033,5.476246357,3.5339105129,22.767631531,14.851309776,2.4739391804,26.558010101,8.3590764999,0.2038632,2
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.609794617,5.476246357,3.5339105129,22.767631531,14.851309776,2.4739391804,26.270635605,8.3590764999,0.7804528000000001,1
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.609794617,5.476246357,3.5339105129,22.767631531,14.752319135,2.4739391804,26.270635605,8.3590764999,0.3621058,2
4.9028401375,13.807278633,5.4460868835,52.726844788,12.741172791,6.8242835999,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.609794617,5.476246357,3.5339105129,22.767631531,14.752319135,2.4739391804,26.270635605,8.3590764999,0.6777839,1
4.9028401375,13.807278633,5.4460868835,52.96071247,13.159261926,8.2351663271,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.609794617,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,0.6033883000000001,2
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,0.8538819999999999,1
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,0.2870866,2
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,0.7647321,1
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,0.21645949999999997,2
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.767631531,14.735014915,2.4739391804,26.270635605,8.3590764999,1.412115,1
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.697981646,14.670499759,2.4739391804,26.121866226,8.2162570953,0.36031840000000004,2
5.0475430489,13.807278633,5.4460868835,53.091205597,13.392546654,9.0224084854,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.633199692,14.61049366,2.4739391804,26.121866226,8.2162570953,1.1323590000000001,1
5.0475430489,13.807278633,5.4460868835,53.379337311,12.043057442,5.7015790939,2.3387598991,17.092391968,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.253543854,5.476246357,3.5339105129,22.633199692,14.61049366,2.4739391804,26.121866226,8.2162570953,0.2001672,2
5.0475430489,13.652767181,5.4460868835,53.240894318,13.464913368,9.5953083038,2.3387598991,17.201507568,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.14875412,5.476246357,3.5339105129,22.633199692,14.61049366,2.4739391804,25.860736847,8.331372261,0.7180714,1
5.0475430489,13.652767181,5.4460868835,53.240894318,13.464913368,9.5953083038,2.3387598991,17.201507568,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.14875412,5.476246357,3.5339105129,22.633199692,14.61049366,2.4739391804,25.860736847,8.331372261,0.5895986999999999,2
5.0475430489,13.652767181,5.4460868835,53.240894318,13.464913368,9.5953083038,2.3387598991,17.201507568,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.225941629,5.476246357,3.5339105129,22.633199692,14.61049366,2.4739391804,25.860736847,8.331372261,1.8393990000000002,1
5.0475430489,13.652767181,5.4460868835,53.240894318,13.464913368,9.5953083038,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.297187805,5.476246357,3.5339105129,22.759580612,14.61049366,2.4739391804,25.860736847,8.2109327316,0.21446929999999997,2
5.0475430489,13.652767181,5.4460868835,53.075159253,13.219355793,8.5547607702,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.297187805,5.476246357,3.5339105129,22.759580612,14.61049366,2.4739391804,25.860736847,8.2109327316,2.299788,1
5.0475430489,13.652767181,5.4460868835,53.075159253,13.219355793,8.5547607702,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.297187805,5.476246357,3.5339105129,22.759580612,14.61049366,2.4739391804,25.860736847,8.2109327316,0.0,2
5.0475430489,13.652767181,5.343960762,52.986083984,13.087379456,7.9955124855,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.100334167,5.476246357,3.5339105129,22.759580612,14.61049366,2.4739391804,25.860736847,8.2109327316,1.1741270000000001,1
5.0475430489,13.652767181,5.343960762,52.986083984,13.087379456,7.9955124855,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.7084949017,38.100334167,5.476246357,3.654156208,23.053777695,14.220509529,2.4739391804,25.860736847,8.2109327316,0.2678948,2
5.0475430489,13.652767181,5.343960762,52.659549713,12.018871307,4.8937773705,2.4397656918,17.395158768,7.4012503624,1.7872149944,0.84384781122,3.1052496433,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,99.900001526,2.8588545322,37.792713165,5.476246357,3.654156208,23.059984013,14.218222676,2.5833981037,26.16891861,8.0662698746,2.094462,1
